LAND;EIU;REGION;NETZ;STR_NR;STR_KURZNAME;STR_KM_ANF;STR_KM_END;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RI;LAENGE;DB_BETRIEB;ISK_NETZ;BAHNNUTZUNG;BETREIBERART;SONDERFALL;SONST_VERTR;AUSLAND
SH;DB Netz (ohne RNI);N;Kiel;1000;Flensburg-Weiche - Flensb. Gr;170,9 + 58;179,7 + 84;170,9 + 58;174,4 + 0;117090058;117440000;1;3439;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1000;Flensburg-Weiche - Flensb. Gr;170,9 + 58;179,7 + 84;174,4 + 0;179,7 + 84;117440000;117970084;1;5384;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1000;Flensburg-Weiche - Flensb. Gr;170,9 + 58;179,7 + 84;170,9 + 58;174,4 + 0;117090058;117440000;2;3439;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1000;Flensburg-Weiche - Flensb. Gr;170,9 + 58;179,7 + 84;174,4 + 0;179,7 + 84;117440000;117970084;2;5384;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1001;Flensburg-Weiche - Lindholm;0,6 + 34;35,7 + 0;0,6 + 34;35,7 + 0;100060034;103570000;1;35064;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1001;Flensburg-Weiche - Lindholm;0,6 + 34;35,7 + 0;0,6 + 34;35,7 + 0;100060034;103570000;2;35064;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;172,9 + 45;173,2 + 66;117290045;117320066;1;321;nv;02 ISK-Netz, kein ISK-Streckennetz;Hafenbahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;173,2 + 66;174,8 + 76;117320066;117480076;1;1610;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;174,8 + 76;177,3 + 5;117480076;117730005;1;2429;nv;03 nicht ISK-relevantes Netz;Hafenbahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;177,3 + 5;178,5 + 31;117730005;117850031;1;1226;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;172,9 + 45;173,2 + 66;117290045;117320066;2;321;nv;02 ISK-Netz, kein ISK-Streckennetz;Hafenbahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;173,2 + 66;174,8 + 76;117320066;117480076;2;1610;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;174,8 + 76;177,3 + 5;117480076;117730005;2;2429;nv;03 nicht ISK-relevantes Netz;Hafenbahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1002;Flensburg Weiche - DB-Grenze;172,9 + 45;178,5 + 31;177,3 + 5;178,5 + 31;117730005;117850031;2;1226;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1003;FL-alter Bf - FL-Hafen West;177,3 + 5;179,7 + 32;177,3 + 5;177,5 + 18;117730005;117750018;1;213;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1003;FL-alter Bf - FL-Hafen West;177,3 + 5;179,7 + 32;177,5 + 18;179,7 + 32;117750018;117970032;1;2214;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1003;FL-alter Bf - FL-Hafen West;177,3 + 5;179,7 + 32;177,3 + 5;177,5 + 18;117730005;117750018;2;213;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1003;FL-alter Bf - FL-Hafen West;177,3 + 5;179,7 + 32;177,5 + 18;179,7 + 32;117750018;117970032;2;2214;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1005;Flensburg - Abzw Friedensweg;0,0 + 0;5,4 + 95;0,0 + 0;5,4 + 95;100000000;100540095;1;5495;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1005;Flensburg - Abzw Friedensweg;0,0 + 0;5,4 + 95;0,0 + 0;5,4 + 95;100000000;100540095;2;5495;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1010;Schleswig - Schleswig-Altstadt;131,9 + 69;135,8 + 82;131,9 + 69;132,9 + 47;113190069;113290047;1;978;nv;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1010;Schleswig - Schleswig-Altstadt;131,9 + 69;135,8 + 82;132,9 + 47;133,1 + 0;113290047;113310000;1;153;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1010;Schleswig - Schleswig-Altstadt;131,9 + 69;135,8 + 82;133,1 + 0;135,8 + 82;113310000;113580082;1;2782;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1010;Schleswig - Schleswig-Altstadt;131,9 + 69;135,8 + 82;131,9 + 69;132,9 + 47;113190069;113290047;2;978;nv;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1010;Schleswig - Schleswig-Altstadt;131,9 + 69;135,8 + 82;132,9 + 47;133,1 + 0;113290047;113310000;2;153;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1010;Schleswig - Schleswig-Altstadt;131,9 + 69;135,8 + 82;133,1 + 0;135,8 + 82;113310000;113580082;2;2782;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1011;Jübek - Husum;0,6 + 0;26,4 + 54;0,6 + 0;26,4 + 54;100060000;102640054;1;25846;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1011;Jübek - Husum;0,6 + 0;26,4 + 54;0,6 + 0;26,4 + 54;100060000;102640054;2;25846;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;0,4 + 20;3,0 + 72;100040020;100300072;1;2652;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;3,0 + 72;4,2 + 80;100300072;100420080;1;1208;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;4,2 + 80;17,7 + 20;100420080;101770020;1;13440;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;17,7 + 20;18,7 + 20;101770020;101870020;1;1000;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;18,7 + 20;31,4 + 30;101870020;103140030;1;12710;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;31,4 + 30;34,2 + 70;103140030;103420070;1;2840;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;34,2 + 70;37,5 + 70;103420070;103750070;1;3300;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;37,5 + 70;42,2 + 57;103750070;104220057;1;4687;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;42,2 + 57;43,0 + 48;104220057;104300048;1;791;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;43,0 + 48;44,2 + 36;104300048;104420036;1;1188;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;44,2 + 36;47,5 + 50;104420036;104750050;1;3314;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;47,5 + 50;48,0 + 20;104750050;104800020;1;470;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,0 + 20;48,2 + 0;104800020;104820000;1;180;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,2 + 0;48,6 + 87;104820000;104860087;1;487;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,6 + 87;48,8 + 68;104860087;104880068;1;181;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,8 + 68;49,1 + 89;104880068;104910089;1;321;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;0,4 + 20;3,0 + 72;100040020;100300072;2;2652;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;3,0 + 72;4,2 + 80;100300072;100420080;2;1208;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;4,2 + 80;17,7 + 20;100420080;101770020;2;13440;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;17,7 + 20;18,7 + 20;101770020;101870020;2;1000;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;18,7 + 20;31,4 + 30;101870020;103140030;2;12710;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;31,4 + 30;34,2 + 70;103140030;103420070;2;2840;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;34,2 + 70;37,5 + 70;103420070;103750070;2;3300;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;37,5 + 70;42,2 + 57;103750070;104220057;2;4687;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;42,2 + 57;43,0 + 48;104220057;104300048;2;791;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;43,0 + 48;44,2 + 36;104300048;104420036;2;1188;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;44,2 + 36;47,5 + 50;104420036;104750050;2;3314;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;47,5 + 50;48,0 + 20;104750050;104800020;2;470;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,0 + 20;48,2 + 0;104800020;104820000;2;180;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,2 + 0;48,6 + 87;104820000;104860087;2;487;nv;03 nicht ISK-relevantes Netz;nv;fremdbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,6 + 87;48,8 + 68;104860087;104880068;2;181;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1012;Rendsburg - Husum;0,4 + 20;49,1 + 89;48,8 + 68;49,1 + 89;104880068;104910089;2;321;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1020;Kiel-Hassee C. - Flensburg;3,3 + 94;81,0 + 34;3,3 + 94;81,0 + 34;100330094;108100034;1;77650;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1020;Kiel-Hassee C. - Flensburg;3,3 + 94;81,0 + 34;3,3 + 94;81,0 + 34;100330094;108100034;2;77650;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1021;Kiel-Hassee C. - Kiel West;0,0 + 84;4,3 + 90;0,0 + 84;0,6 + 70;100000084;100060070;1;586;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1021;Kiel-Hassee C. - Kiel West;0,0 + 84;4,3 + 90;0,6 + 70;0,7 + 56;100060070;100070056;1;86;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1021;Kiel-Hassee C. - Kiel West;0,0 + 84;4,3 + 90;0,7 + 56;4,3 + 90;100070056;100430090;1;3623;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1021;Kiel-Hassee C. - Kiel West;0,0 + 84;4,3 + 90;0,0 + 84;0,6 + 70;100000084;100060070;2;586;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1021;Kiel-Hassee C. - Kiel West;0,0 + 84;4,3 + 90;0,6 + 70;0,7 + 56;100060070;100070056;2;86;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1021;Kiel-Hassee C. - Kiel West;0,0 + 84;4,3 + 90;0,7 + 56;4,3 + 90;100070056;100430090;2;3623;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1022;Kiel - Osterrönfeld;0,0 + 74;30,9 + 55;0,0 + 74;0,0 + 94;100000074;100000094;1;20;x;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1022;Kiel - Osterrönfeld;0,0 + 74;30,9 + 55;0,0 + 94;30,9 + 55;100000094;103090055;1;30883;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1022;Kiel - Osterrönfeld;0,0 + 74;30,9 + 55;0,0 + 74;0,0 + 94;100000074;100000094;2;20;x;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1022;Kiel - Osterrönfeld;0,0 + 74;30,9 + 55;0,0 + 94;30,9 + 55;100000094;103090055;2;30883;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;0,0 + 35;0,0 + 46;100000035;100000046;1;11;x;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;0,0 + 46;48,2 + 27;100000046;104820027;1;48168;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;48,2 + 27;50,3 + 0;104820027;105030000;1;2073;nv;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;50,3 + 0;61,4 + 17;105030000;106140017;1;11117;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;61,4 + 17;61,6 + 22;106140017;106160022;1;205;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;61,6 + 22;63,3 + 46;106160022;106330046;1;1724;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;0,0 + 35;0,0 + 46;100000035;100000046;2;11;x;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;0,0 + 46;48,2 + 27;100000046;104820027;2;48168;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;48,2 + 27;50,3 + 0;104820027;105030000;2;2073;nv;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;50,3 + 0;61,4 + 17;105030000;106140017;2;11117;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;61,4 + 17;61,6 + 22;106140017;106160022;2;205;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1023;Kiel - Neustadt(Holst);0,0 + 35;63,3 + 46;61,6 + 22;63,3 + 46;106160022;106330046;2;1724;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1030;Meimersdorf - Kiel Hgbf;100,9 + 68;104,1 + 54;100,9 + 68;104,1 + 54;110090068;110410054;1;3186;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1030;Meimersdorf - Kiel Hgbf;100,9 + 68;104,1 + 54;100,9 + 68;104,1 + 54;110090068;110410054;2;3186;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1031;Meimersdorf - Kiel-Hassee C.;100,0 + 44;106,5 + 19;100,0 + 44;106,5 + 19;110000044;110650019;1;6475;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1031;Meimersdorf - Kiel-Hassee C.;100,0 + 44;106,5 + 19;100,0 + 44;106,5 + 19;110000044;110650019;2;6475;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1032;Meimersdorf Ost - Kiel Hbf;102,9 + 76;105,5 + 87;102,9 + 76;105,1 + 12;110290076;110510012;1;2136;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1032;Meimersdorf Ost - Kiel Hbf;102,9 + 76;105,5 + 87;105,1 + 12;105,5 + 87;110510012;110550087;1;475;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1032;Meimersdorf Ost - Kiel Hbf;102,9 + 76;105,5 + 87;102,9 + 76;105,1 + 12;110290076;110510012;2;2136;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1032;Meimersdorf Ost - Kiel Hbf;102,9 + 76;105,5 + 87;105,1 + 12;105,5 + 87;110510012;110550087;2;475;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1033;Meimersdorf - Kiel Ss;100,1 + 45;103,8 + 49;100,1 + 45;103,8 + 49;110010045;110380049;1;3704;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1033;Meimersdorf - Kiel Ss;100,1 + 45;103,8 + 49;100,1 + 45;103,8 + 49;110010045;110380049;2;3704;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1040;Neumünster - Flensburg;74,2 + 61;176,2 + 30;74,2 + 61;176,2 + 30;107420061;117620030;1;101968;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1040;Neumünster - Flensburg;74,2 + 61;176,2 + 30;74,2 + 61;176,2 + 30;107420061;117620030;2;101968;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;74,3 + 76;74,8 + 13;107430076;107480013;1;437;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;74,8 + 13;74,8 + 19;107480013;107480019;1;6;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;Abschnitt liegt auf anderer Strecke;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;74,8 + 19;75,6 + 30;107480019;107560030;1;811;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;75,6 + 30;96,7 + 22;107560030;109670022;1;21092;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;96,7 + 22;99,6 + 81;109670022;109960081;1;2959;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;74,3 + 76;74,8 + 13;107430076;107480013;2;437;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;74,8 + 13;74,8 + 19;107480013;107480019;2;6;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;Abschnitt liegt auf anderer Strecke;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;74,8 + 19;75,6 + 30;107480019;107560030;2;811;nv;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
SH;DB Netz (ohne RNI);N;Kiel;1041;Neumünster - Ascheberg;74,3 + 76;99,6 + 81;75,6 + 30;96,7 + 22;107560030;109670022;2;21092;nv;03 nicht ISK-relevantes Netz;Gz-Bahn;selbstbetrieben;nv;nv;nv
