LAND;EIU;REGION;NETZ;STR_NR;STR_KURZNAME;STR_KM_ANF;STR_KM_END;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RI;LAENGE;DB_BETRIEB;ISK_NETZ;BAHNNUTZUNG;BETREIBERART;SONDERFALL;SONST_VERTR;AUSLAND
BE;DB Netz (ohne RNI);O;Berlin;6106;Bln Hmb u L Bf - Bln-Moabit;0,6 + 14;3,7 + 43;0,6 + 14;0,6 + 25;100060014;100060025;1;11;x;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6106;Bln Hmb u L Bf - Bln-Moabit;0,6 + 14;3,7 + 43;0,6 + 25;3,7 + 43;100060025;100370043;1;3118;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6106;Bln Hmb u L Bf - Bln-Moabit;0,6 + 14;3,7 + 43;0,6 + 14;0,6 + 25;100060014;100060025;2;11;x;02 ISK-Netz, kein ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nicht befahrbar (Abschnitt hinter Prellbock);nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6106;Bln Hmb u L Bf - Bln-Moabit;0,6 + 14;3,7 + 43;0,6 + 25;3,7 + 43;100060025;100370043;2;3118;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;1,3 + 3;10,3 + 30;100130003;101030030;1;9027;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;10,3 + 30;17,7 + 60;101030030;101770060;1;7430;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;17,7 + 60;24,1 + 88;101770060;102410088;1;6428;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;24,1 + 88;25,7 + 95;102410088;102570095;1;1607;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;25,7 + 95;26,7 + 15;102570095;102670015;1;920;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;26,7 + 15;29,8 + 33;102670015;102980033;1;3118;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;29,8 + 33;30,4 + 60;102980033;103040060;1;627;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;30,4 + 60;37,0 + 0;103040060;103700000;1;6549;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;37,0 + 0;48,9 + 36;103700000;104890036;1;11936;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;48,9 + 36;65,6 + 26;104890036;106560026;1;16690;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;65,6 + 26;83,3 + 30;106560026;108330030;1;17695;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;83,3 + 30;168,9 + 38;108330030;116890038;1;85497;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;168,9 + 38;238,5 + 34;116890038;123850034;1;69651;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;1,3 + 3;10,3 + 30;100130003;101030030;2;9027;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;10,3 + 30;17,7 + 60;101030030;101770060;2;7430;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;17,7 + 60;24,1 + 88;101770060;102410088;2;6428;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;24,1 + 88;25,7 + 95;102410088;102570095;2;1607;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;25,7 + 95;26,7 + 15;102570095;102670015;2;920;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;26,7 + 15;29,8 + 33;102670015;102980033;2;3118;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;29,8 + 33;30,4 + 60;102980033;103040060;2;627;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;30,4 + 60;37,0 + 0;103040060;103700000;2;6549;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;37,0 + 0;48,9 + 36;103700000;104890036;2;11936;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;48,9 + 36;65,6 + 26;104890036;106560026;2;16690;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;65,6 + 26;83,3 + 30;106560026;108330030;2;17695;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;83,3 + 30;168,9 + 38;108330030;116890038;2;85497;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
NI;DB Netz (ohne RNI);N;Hannover;6107;Berlin Hbf-Le Bf - Lehrte;1,3 + 3;238,5 + 34;168,9 + 38;238,5 + 34;116890038;123850034;2;69651;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6108;Wustermark Rbf - Wustermark;26,1 + 20;28,9 + 90;26,1 + 20;26,5 + 87;102610020;102650087;1;467;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6108;Wustermark Rbf - Wustermark;26,1 + 20;28,9 + 90;26,5 + 87;28,9 + 90;102650087;102890090;1;2403;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6108;Wustermark Rbf - Wustermark;26,1 + 20;28,9 + 90;26,1 + 20;26,5 + 87;102610020;102650087;2;467;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6108;Wustermark Rbf - Wustermark;26,1 + 20;28,9 + 90;26,5 + 87;28,9 + 90;102650087;102890090;2;2403;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6109;Berlin Ostbf - Berlin-Spandau;0,0 + 0;18,3 + 22;0,0 + 0;18,3 + 22;100000000;101830022;1;18259;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6109;Berlin Ostbf - Berlin-Spandau;0,0 + 0;18,3 + 22;0,0 + 0;18,3 + 22;100000000;101830022;2;18259;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;20,9 + 10;21,1 + 83;102090010;102110083;1;273;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;21,1 + 83;37,9 + 0;102110083;103790000;1;16718;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;37,9 + 0;81,8 + 79;103790000;108180079;1;43997;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;81,8 + 79;171,7 + 12;108180079;117170012;1;89799;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;20,9 + 10;21,1 + 83;102090010;102110083;2;273;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;21,1 + 83;37,9 + 0;102110083;103790000;2;16718;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;37,9 + 0;81,8 + 79;103790000;108180079;2;43997;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6110;Potsd Griebnitzsee - Eilsleben;20,9 + 10;171,7 + 12;81,8 + 79;171,7 + 12;108180079;117170012;2;89799;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6111;Abzw Lia - Seddin Bla;-0,0 + -29;1,0 + 85;-0,0 + -29;1,0 + 85;99999971;100100085;1;1114;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6111;Abzw Lia - Seddin Bla;-0,0 + -29;1,0 + 85;-0,0 + -29;1,0 + 85;99999971;100100085;2;1114;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6112;Wildpark West - Werder (Havel);-0,1 + -18;2,9 + 94;-0,1 + -18;2,9 + 94;99989982;100290094;1;3112;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6112;Wildpark West - Werder (Havel);-0,1 + -18;2,9 + 94;-0,1 + -18;2,9 + 94;99989982;100290094;2;3112;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6113;Potsdam Wildpark S - Wildp. O;-0,0 + -31;0,6 + 39;-0,0 + -31;0,6 + 39;99999969;100060039;1;670;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6113;Potsdam Wildpark S - Wildp. O;-0,0 + -31;0,6 + 39;-0,0 + -31;0,6 + 39;99999969;100060039;2;670;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6114;Wilhelmshorst - Nesselgrund;0,0 + 56;1,6 + 96;0,0 + 56;1,6 + 96;100000056;100160096;1;1640;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6114;Wilhelmshorst - Nesselgrund;0,0 + 56;1,6 + 96;0,0 + 56;1,6 + 96;100000056;100160096;2;1640;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6115;Beelitz  - Potsd Park S - Golm;39,8 + 29;63,7 + 59;39,8 + 29;63,7 + 59;103980029;106370059;1;23933;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6115;Beelitz  - Potsd Park S - Golm;39,8 + 29;63,7 + 59;39,8 + 29;63,7 + 59;103980029;106370059;2;23933;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6116;Golm - Saarmund;0,0 + 0;14,6 + 89;0,0 + 0;14,6 + 89;100000000;101460089;1;14687;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6116;Golm - Saarmund;0,0 + 0;14,6 + 89;0,0 + 0;14,6 + 89;100000000;101460089;2;14687;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6117;Michendorf - Saarmund;0,0 + 0;8,6 + 6;0,0 + 0;8,6 + 6;100000000;100860006;1;8623;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6117;Michendorf - Saarmund;0,0 + 0;8,6 + 6;0,0 + 0;8,6 + 6;100000000;100860006;2;8623;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;-0,5 + -60;1,3 + 90;99949940;100130090;1;1950;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;1,3 + 90;16,7 + 60;100130090;101670060;1;15370;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;16,7 + 60;17,6 + 0;101670060;101760000;1;840;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;17,6 + 0;17,8 + 35;101760000;101780035;1;235;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;17,8 + 35;75,0 + 0;101780035;107500000;1;57167;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;75,0 + 0;77,9 + 72;107500000;107790072;1;2972;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;77,9 + 72;78,6 + 82;107790072;107860082;1;710;nv;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;78,6 + 82;86,0 + 47;107860082;108600047;1;7365;nv;03 nicht ISK-relevantes Netz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;86,0 + 47;119,1 + 5;108600047;111910005;1;33059;nv;03 nicht ISK-relevantes Netz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;119,1 + 5;130,3 + 48;111910005;113030048;1;11243;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;130,3 + 48;131,9 + 50;113030048;113190050;1;1602;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;131,9 + 50;145,4 + 50;113190050;114540050;1;13500;nv;03 nicht ISK-relevantes Netz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;145,4 + 50;150,4 + 17;114540050;115040017;1;4967;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;150,4 + 17;188,1 + 71;115040017;118810071;1;37742;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Halle;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;188,1 + 71;188,4 + 54;118810071;118840054;1;283;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;-0,5 + -60;1,3 + 90;99949940;100130090;2;1950;x;01 ISK-Netz und ISK-Streckennetz;Pz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;1,3 + 90;16,7 + 60;100130090;101670060;2;15368;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;16,7 + 60;17,6 + 0;101670060;101760000;2;840;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BE;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;17,6 + 0;17,8 + 35;101760000;101780035;2;235;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;17,8 + 35;75,0 + 0;101780035;107500000;2;57167;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;75,0 + 0;77,9 + 72;107500000;107790072;2;2972;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;77,9 + 72;78,6 + 82;107790072;107860082;2;710;nv;02 ISK-Netz, kein ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;78,6 + 82;86,0 + 47;107860082;108600047;2;7365;nv;03 nicht ISK-relevantes Netz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;86,0 + 47;119,1 + 5;108600047;111910005;2;33059;nv;03 nicht ISK-relevantes Netz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;119,1 + 5;130,3 + 48;111910005;113030048;2;11243;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;130,3 + 48;131,9 + 50;113030048;113190050;2;1602;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;131,9 + 50;145,4 + 50;113190050;114540050;2;13500;nv;03 nicht ISK-relevantes Netz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;145,4 + 50;150,4 + 17;114540050;115040017;2;4967;nv;03 nicht ISK-relevantes Netz;nv;nv;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Magdeburg;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;150,4 + 17;188,1 + 71;115040017;118810071;2;37742;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
ST;DB Netz (ohne RNI);SO;Halle;6118;Bln-Charlottenb. - Blankenheim;-0,5 + -60;188,4 + 54;188,1 + 71;188,4 + 54;118810071;118840054;2;283;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6119;Michendorf - Beelitz Bea Strw;29,9 + 86;35,6 + 0;29,9 + 86;35,6 + 0;102990086;103560000;1;5614;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6119;Michendorf - Beelitz Bea Strw;29,9 + 86;35,6 + 0;29,9 + 86;35,6 + 0;102990086;103560000;2;5614;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6120;Seddin Ssw - Seddin Bla;33,7 + 18;34,8 + 4;33,7 + 18;34,8 + 4;103370018;103480004;1;1086;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6120;Seddin Ssw - Seddin Bla;33,7 + 18;34,8 + 4;33,7 + 18;34,8 + 4;103370018;103480004;2;1086;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6121;Beelitz-Heilstätten - Abzw Lia;1,2 + 64;3,1 + 26;1,2 + 64;3,1 + 26;100120064;100310026;1;1862;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6121;Beelitz-Heilstätten - Abzw Lia;1,2 + 64;3,1 + 26;1,2 + 64;3,1 + 26;100120064;100310026;2;1862;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6122;Michendorf - Seddin;28,5 + 28;31,1 + 81;28,5 + 28;31,1 + 81;102850028;103110081;1;2653;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6122;Michendorf - Seddin;28,5 + 28;31,1 + 81;28,5 + 28;31,1 + 81;102850028;103110081;2;2653;x;01 ISK-Netz und ISK-Streckennetz;Pz/Gz-Bahn;selbstbetrieben;nv;nv;nv
BB;DB Netz (ohne RNI);O;Berlin;6123;Abzw Lienewitz Lia - Seddin;0,0 + 13;1,9 + 68;0,0 + 13;0,7 + 0;100000013;100070000;1;687;x;01 ISK-Netz und ISK-Streckennetz;Gz-Bahn;selbstbetrieben;nv;nv;nv
