LAND;EIU;REGION;NETZ;ANLAGEN_NR;STR_NR;VON_KM;BIS_KM;VON_KM_I;BIS_KM_I;RIKZ;RIL_100;STR_MEHRFACHZUORD;LAENGE;ANZ_STR_GL;QUERSCHN;BAUWEISE;WL_SERVICEEINR
HE;DB Netz (ohne RNI);MI;Kassel;13000339;1733;180,6 + 74;183,5 + 9;118060074;118350009;0;nv;nv;2835;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000340;1733;175,3 + 48;178,1 + 55;117530048;117810055;0;nv;nv;2807;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000341;1733;170,7 + 60;173,4 + 68;117070060;117340068;0;nv;nv;2708;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000342;1733;167,4 + 55;169,0 + 96;116740055;116900096;0;nv;nv;1641;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000343;1733;165,1 + 70;167,0 + 31;116510070;116700031;0;nv;nv;1861;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000344;1733;163,6 + 13;165,1 + 33;116360013;116510033;0;nv;nv;1520;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000345;1733;162,7 + 54;162,9 + 83;116270054;116290083;0;nv;nv;229;2;82,000;O;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000346;1733;157,1 + 37;159,5 + 37;115710037;115950037;0;nv;nv;2400;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000347;1733;153,9 + 79;154,7 + 18;115390079;115470018;0;nv;nv;739;2;82,000;O;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000348;1733;150,0 + 44;151,6 + 13;115000044;115160013;0;nv;nv;1569;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000349;1733;134,1 + 66;134,7 + 20;113410066;113470020;0;nv;nv;554;2;82,000;B;nv
BY;DB Netz (ohne RNI);S;Augsburg;13000350;5323;0,1 + 73;0,4 + 5;100010073;100040005;0;nv;nv;232;1;25,000;B;nv
BY;DB Netz (ohne RNI);S;Augsburg;13000353;5501;128,8 + 80;128,9 + 88;112880080;112890088;0;nv;nv;108;2;47,000;B;nv
BY;DB Netz (ohne RNI);S;München;13000354;5505;1,9 + 49;2,2 + 14;100190049;100220014;1;nv;nv;265;2;51,300;O;nv
BY;DB Netz (ohne RNI);S;München;13000356;5540;0,0 + 65;0,5 + 30;100000065;100050030;0;nv;nv;465;2;64,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000358;5550;0,1 + 97;0,4 + 12;100010097;100040012;1;nv;nv;215;2;71,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000360;5550;0,6 + 72;1,1 + 15;100060072;100110015;2;nv;nv;443;2;67,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000362;5550;1,3 + 94;1,8 + 48;100130094;100180048;1;nv;nv;454;2;50,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000364;5550;2,1 + 13;2,8 + 19;100210013;100280019;0;MIT;nv;706;2;20,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000365;5550;2,1 + 14;2,8 + 19;100210014;100280019;0;MIT;nv;705;2;73,000;O;nv
BY;DB Netz (ohne RNI);S;München;13000367;5550;3,0 + 69;3,6 + 48;100300069;100360048;0;nv;nv;579;2;51,000;O;nv
NW;DB Netz (ohne RNI);W;Hamm;13000384;1760;107,9 + 24;109,5 + 56;110790024;110950056;0;nv;nv;1632;2;65,000;B;nv
NI;DB Netz (ohne RNI);SO;Halle;13000385;1810;141,0 + 39;141,3 + 8;114100039;114130008;0;nv;nv;269;1;55,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000386;1940;108,6 + 29;108,8 + 34;110860029;110880034;0;nv;nv;205;1;65,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000387;1940;113,1 + 14;113,9 + 98;111310014;111390098;0;nv;nv;884;1;60,000;B;nv
NW;DB Netz (ohne RNI);W;Hamm;13000388;2974;7,1 + 72;7,4 + 17;100710072;100740017;0;nv;nv;245;2;60,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000389;2975;21,9 + 26;22,5 + 56;102190026;102250056;0;nv;nv;630;1;50,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000390;2975;44,0 + 11;44,9 + 70;104400011;104490070;0;nv;nv;960;1;50,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000392;1733;29,4 + 96;33,1 + 83;102940096;103310083;0;nv;nv;3687;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000393;1733;34,9 + 23;36,0 + 80;103490023;103600080;0;nv;nv;1157;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000394;1733;36,7 + 55;37,0 + 87;103670055;103700087;0;nv;nv;332;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000395;1733;48,4 + 58;49,7 + 80;104840058;104970080;0;nv;nv;1322;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000396;1733;58,0 + 32;59,6 + 73;105800032;105960073;0;nv;nv;1641;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000397;1733;60,5 + 59;60,9 + 79;106050059;106090079;0;nv;nv;420;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000398;1733;63,4 + 29;64,1 + 90;106340029;106410090;0;nv;nv;761;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000399;1733;66,6 + 47;68,3 + 76;106660047;106830076;0;nv;nv;1729;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000400;1733;69,4 + 65;72,4 + 26;106940065;107240026;0;nv;nv;2994;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000401;1733;108,3 + 90;110,1 + 30;110830090;111010030;0;nv;nv;1740;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000402;1733;110,7 + 26;111,3 + 99;111070026;111130099;0;nv;nv;673;2;82,000;B;nv
NI;DB Netz (ohne RNI);N;Hannover;13000403;1733;112,6 + 93;113,5 + 42;111260093;111350042;0;nv;nv;849;2;82,000;B;nv
NI;DB Netz (ohne RNI);MI;Kassel;13000404;1733;114,3 + 99;119,6 + 10;111430099;111960010;0;nv;nv;5210;2;82,000;B;nv
NI;DB Netz (ohne RNI);MI;Kassel;13000405;1733;120,9 + 74;131,4 + 99;112090074;113140099;0;nv;nv;10525;2;82,000;B;nv
NI;DB Netz (ohne RNI);MI;Kassel;13000406;1733;131,7 + 60;133,1 + 6;113170060;113310006;0;nv;nv;1346;2;82,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000407;4000;255,2 + 77;255,5 + 20;125520077;125550020;0;nv;nv;243;2;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000408;4000;255,9 + 53;256,0 + 82;125590053;125600082;0;nv;nv;129;2;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000409;4000;256,8 + 14;257,1 + 21;125680014;125710021;0;nv;nv;307;2;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000410;4000;311,3 + 89;311,7 + 26;131130089;131170026;0;nv;nv;337;1;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000411;4000;326,7 + 83;327,1 + 35;132670083;132710035;0;nv;nv;352;1;46,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000412;4410;2,9 + 42;3,8 + 6;100290042;100380006;0;nv;nv;864;1;30,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000413;4300;0,9 + 48;1,4 + 62;100090048;100140062;0;nv;nv;514;1;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000414;4300;1,9 + 29;2,2 + 31;100190029;100220031;0;nv;nv;302;1;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000416;4300;16,9 + 20;16,9 + 92;101690020;101690092;0;nv;nv;72;1;26,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000417;4300;17,2 + 61;17,3 + 80;101720061;101730080;0;nv;nv;119;1;26,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000418;4300;17,4 + 97;17,5 + 66;101740097;101750066;0;nv;nv;69;1;26,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000419;4300;19,0 + 75;19,2 + 78;101900075;101920078;0;nv;nv;203;1;26,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000420;4300;22,7 + 51;22,7 + 99;102270051;102270099;0;nv;nv;48;1;26,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000422;4300;23,0 + 84;23,3 + 32;102300084;102330032;0;nv;nv;248;1;26,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000423;4300;23,7 + 83;23,8 + 65;102370083;102380065;0;nv;nv;82;1;26,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000424;4300;41,5 + 51;41,7 + 18;104150051;104170018;0;nv;nv;167;1;25,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000425;4300;42,3 + 71;42,5 + 91;104230071;104250091;0;nv;nv;220;1;25,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000426;4300;42,8 + 92;42,9 + 97;104280092;104290097;0;nv;nv;105;1;25,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000427;4300;43,7 + 51;43,9 + 55;104370051;104390055;0;nv;nv;204;1;25,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000428;4100;19,3 + 63;21,8 + 50;101930063;102180050;0;nv;nv;2487;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000429;4111;0,8 + 30;0,9 + 77;100080030;100090077;0;nv;nv;147;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000430;4111;4,1 + 24;4,2 + 63;100410024;100420063;0;nv;nv;139;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000431;4111;13,6 + 32;13,9 + 73;101360032;101390073;0;nv;nv;341;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000432;4111;15,3 + 15;16,2 + 80;101530015;101620080;0;nv;nv;965;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000433;4111;21,5 + 60;22,1 + 29;102150060;102210029;0;REA;nv;569;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000434;4111;36,3 + 62;37,2 + 15;103630062;103720015;0;nv;nv;853;2;55,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000435;4111;49,1 + 38;49,9 + 4;104910038;104990004;0;nv;nv;766;2;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000436;4120;60,3 + 7;60,6 + 77;106030007;106060077;0;nv;nv;370;2;45,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000437;4120;66,0 + 5;66,5 + 48;106600005;106650048;0;nv;nv;543;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000438;4120;70,2 + 22;70,5 + 85;107020022;107050085;0;nv;nv;363;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000439;4120;75,3 + 17;75,5 + 65;107530017;107550065;0;nv;nv;248;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000440;4120;76,3 + 87;76,5 + 61;107630087;107650061;0;nv;nv;174;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Stuttgart;13000441;4120;79,2 + 82;79,5 + 40;107920082;107950040;0;nv;nv;258;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000442;4130;0,2 + 52;0,6 + 77;100020052;100060077;0;nv;nv;424;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000443;4130;1,6 + 98;1,8 + 18;100160098;100180018;0;nv;nv;120;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000444;4131;-0,1 + -14;0,6 + 65;99989986;100060065;0;nv;nv;779;1;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000461;4250;122,0 + 87;122,2 + 67;112200087;112220067;0;nv;nv;180;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000462;4250;124,1 + 66;125,0 + 66;112410066;112500066;0;nv;nv;900;2;55,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000463;4300;63,1 + 43;63,6 + 78;106310043;106360078;0;nv;nv;535;1;25,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000464;4330;4,7 + 55;5,0 + 20;100470055;100500020;0;RST;nv;265;1;38,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000465;4331;17,8 + 66;18,8 + 14;101780066;101880014;0;nv;nv;948;1;36,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000466;4331;18,9 + 72;19,5 + 88;101890072;101950088;0;nv;nv;616;1;36,000;B;nv
BW;DB Netz (ohne RNI);MI;Mainz;13000469;4104;1,5 + 45;1,6 + 77;100150045;100160077;0;nv;nv;132;1;30,000;B;nv
BW;DB Netz (ohne RNI);MI;Mainz;13000470;4104;2,1 + 26;2,2 + 63;100210026;100220063;0;nv;nv;137;1;30,000;B;nv
BW;DB Netz (ohne RNI);MI;Mainz;13000471;4104;2,4 + 33;2,5 + 18;100240033;100250018;0;nv;nv;85;1;30,000;B;nv
BW;DB Netz (ohne RNI);SW;Karlsruhe;13000472;4080;5,5 + 51;10,9 + 11;100550051;101090011;0;nv;nv;5360;2;12,300;O;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000473;4250;42,1 + 31;42,1 + 84;104210031;104210084;0;RHBG;nv;53;2;50,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000474;4250;47,1 + 74;47,1 + 97;104710074;104710097;0;nv;nv;23;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000475;4250;47,2 + 48;47,2 + 92;104720048;104720092;0;nv;nv;44;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000476;4250;47,4 + 69;47,4 + 87;104740069;104740087;0;nv;nv;18;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000477;4250;47,6 + 45;48,2 + 3;104760045;104820003;0;nv;nv;558;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000478;4250;48,3 + 63;48,6 + 76;104830063;104860076;0;nv;nv;313;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000479;4250;48,9 + 61;49,0 + 2;104890061;104900002;0;nv;nv;41;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000480;4250;49,2 + 33;49,3 + 22;104920033;104930022;0;nv;nv;89;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000481;4250;49,4 + 52;49,5 + 82;104940052;104950082;0;nv;nv;130;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000482;4250;49,7 + 77;49,9 + 39;104970077;104990039;0;nv;nv;162;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000483;4250;50,5 + 26;51,3 + 18;105050026;105130018;0;nv;nv;792;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000484;4250;51,5 + 2;51,5 + 82;105150002;105150082;0;nv;nv;80;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000485;4250;51,8 + 62;52,0 + 37;105180062;105200037;0;nv;nv;175;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000486;4250;52,2 + 69;52,5 + 34;105220069;105250034;0;nv;nv;265;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000487;4250;52,7 + 17;53,0 + 41;105270017;105300041;0;nv;nv;324;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000488;4250;53,4 + 41;53,5 + 5;105340041;105350005;0;nv;nv;64;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000489;4250;53,7 + 82;53,9 + 67;105370082;105390067;0;nv;nv;185;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000490;4250;54,2 + 40;54,3 + 4;105420040;105430004;0;nv;nv;64;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000491;4250;55,1 + 39;55,5 + 31;105510039;105550031;0;nv;nv;392;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000492;4250;56,4 + 64;56,5 + 55;105640064;105650055;0;RTR;nv;91;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000493;4250;56,6 + 78;57,5 + 12;105660078;105750012;0;nv;nv;834;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000494;4250;58,0 + 3;58,3 + 42;105800003;105830042;0;nv;nv;339;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000495;4250;59,0 + 46;59,0 + 95;105900046;105900095;0;nv;nv;49;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000496;4250;59,2 + 45;59,3 + 14;105920045;105930014;0;nv;nv;69;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000497;4250;59,6 + 37;59,8 + 32;105960037;105980032;0;nv;nv;195;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000498;4250;60,9 + 8;61,8 + 20;106090008;106180020;0;nv;nv;912;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000499;4250;62,0 + 47;62,1 + 1;106200047;106210001;0;nv;nv;54;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000500;4250;62,4 + 27;62,7 + 54;106240027;106270054;0;nv;nv;327;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000501;4250;63,2 + 45;63,6 + 26;106320045;106360026;0;nv;nv;381;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000502;4250;63,8 + 45;64,0 + 70;106380045;106400070;0;nv;nv;225;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000503;4250;64,2 + 11;64,2 + 63;106420011;106420063;0;nv;nv;52;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000504;4250;64,6 + 60;64,9 + 72;106460060;106490072;0;nv;nv;312;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000505;4250;65,2 + 20;65,2 + 83;106520020;106520083;0;nv;nv;63;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000506;4250;65,6 + 32;65,8 + 0;106560032;106580000;0;nv;nv;168;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000507;4250;65,9 + 55;65,9 + 80;106590055;106590080;0;nv;nv;25;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000508;4250;66,2 + 12;66,3 + 5;106620012;106630005;0;nv;nv;93;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000509;4250;66,5 + 56;68,2 + 53;106650056;106820053;0;nv;nv;1697;2;48,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000510;4251;4,9 + 24;5,2 + 9;100490024;100520009;0;nv;nv;285;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000511;4251;10,9 + 7;10,9 + 94;101090007;101090094;0;nv;nv;87;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000513;4880;36,1 + 78;36,5 + 58;103610078;103650058;0;nv;nv;380;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000514;4880;39,0 + 50;39,4 + 20;103900050;103940020;0;nv;nv;370;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000515;4880;44,8 + 65;44,9 + 55;104480065;104490055;0;nv;nv;90;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000516;4880;49,3 + 98;49,4 + 56;104930098;104940056;0;nv;nv;58;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000517;4880;49,7 + 98;49,8 + 76;104970098;104980076;0;nv;nv;78;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000518;4880;51,8 + 21;51,9 + 21;105180021;105190021;0;nv;nv;100;1;28,000;B;nv
BW;DB Netz (ohne RNI);SW;Freiburg;13000519;4880;54,4 + 11;54,5 + 28;105440011;105450028;0;nv;nv;117;1;28,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000520;3280;59,4 + 76;59,6 + 82;105940076;105960082;0;nv;nv;206;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000522;3280;61,0 + 81;61,1 + 46;106100081;106110046;0;nv;nv;65;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000523;3280;61,6 + 98;61,8 + 56;106160098;106180056;0;nv;nv;158;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000524;3280;61,9 + 27;62,1 + 43;106190027;106210043;0;nv;nv;215;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000525;3280;63,8 + 62;64,0 + 75;106380062;106400075;0;nv;nv;212;2;55,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000526;3280;64,9 + 25;65,2 + 91;106490025;106520091;0;nv;nv;366;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000527;3280;65,7 + 73;65,9 + 69;106570073;106590069;0;nv;nv;196;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000528;3280;67,2 + 54;67,3 + 46;106720054;106730046;0;nv;nv;92;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000529;3280;74,0 + 65;74,3 + 84;107400065;107430084;0;nv;nv;320;2;60,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000530;3405;1,1 + 74;1,7 + 74;100110074;100170074;0;nv;nv;600;1;30,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000531;3450;34,1 + 37;34,2 + 30;103410037;103420030;0;nv;nv;93;1;45,000;B;nv
RP;DB Netz (ohne RNI);SW;Karlsruhe;13000532;3450;43,9 + 51;44,0 + 59;104390051;104400059;0;nv;nv;108;1;45,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000533;5903;42,3 + 5;42,5 + 61;104230005;104250061;0;nv;nv;256;2;49,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000534;5903;43,6 + 52;43,9 + 20;104360052;104390020;0;nv;nv;268;2;49,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000535;5903;45,5 + 0;45,7 + 18;104550000;104570018;0;nv;nv;218;2;49,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000536;5903;46,1 + 37;46,2 + 17;104610037;104620017;0;nv;nv;80;2;49,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000537;5903;46,4 + 39;46,6 + 24;104640039;104660024;0;nv;nv;185;2;49,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000538;5903;46,9 + 22;47,2 + 40;104690022;104720040;0;nv;nv;318;2;49,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000539;5903;47,7 + 31;47,9 + 1;104770031;104790001;0;nv;nv;170;2;49,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000540;5240;19,9 + 88;20,3 + 88;101990088;102030088;0;nv;nv;400;1;49,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000541;5900;24,9 + 42;25,2 + 50;102490042;102520050;0;nv;nv;308;2;65,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000542;3825;49,2 + 91;49,7 + 13;104920091;104970013;0;nv;nv;422;2;65,000;B;nv
HE;DB Netz (ohne RNI);S;Würzburg;13000544;3825;34,0 + 9;34,3 + 30;103400009;103430030;0;nv;nv;321;2;65,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000545;5903;88,2 + 19;88,6 + 90;108820019;108860090;0;nv;nv;471;2;50,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000546;5903;108,1 + 15;108,9 + 55;110810015;110890055;0;nv;nv;840;2;50,000;B;nv
BY;DB Netz (ohne RNI);S;Nürnberg;13000547;5903;116,4 + 88;117,2 + 49;111640088;111720049;0;nv;nv;761;2;50,000;B;nv
BY;DB Netz (ohne RNI);S;Regensburg;13000548;5801;186,0 + 72;186,1 + 72;118600072;118610072;0;nv;nv;100;1;46,000;B;nv
BY;DB Netz (ohne RNI);S;Regensburg;13000554;5634;84,4 + 35;84,9 + 11;108440035;108490011;0;nv;nv;476;1;50,000;B;nv
BY;DB Netz (ohne RNI);S;Regensburg;13000555;5634;94,3 + 33;94,9 + 2;109430033;109490002;0;nv;nv;569;1;50,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000557;1733;325,0 + 42;325,6 + 21;132500042;132560021;0;nv;nv;579;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000558;1733;322,6 + 25;324,7 + 89;132260025;132470089;0;nv;nv;2164;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000559;1733;319,1 + 0;321,0 + 45;131910000;132100045;0;nv;nv;1945;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000560;1733;317,0 + 65;318,9 + 34;131700065;131890034;0;nv;nv;1869;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000561;1733;314,7 + 0;316,9 + 35;131470000;131690035;0;nv;nv;2235;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000562;1733;308,7 + 59;309,6 + 31;130870059;130960031;0;nv;nv;872;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000563;1733;308,0 + 46;308,4 + 46;130800046;130840046;0;nv;nv;400;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000564;1733;291,8 + 62;297,3 + 90;129180062;129730090;0;nv;nv;5528;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000565;1733;289,4 + 22;290,5 + 63;128940022;129050063;0;nv;nv;1141;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000566;1733;285,5 + 45;287,7 + 4;128550045;128770004;0;nv;nv;2159;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000567;1733;281,7 + 54;282,4 + 84;128170054;128240084;0;nv;nv;730;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000568;1733;272,3 + 1;273,1 + 24;127230001;127310024;0;nv;nv;823;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000569;1733;270,5 + 56;270,8 + 11;127050056;127080011;0;nv;nv;255;2;81,000;B;nv
BY;DB Netz (ohne RNI);S;Würzburg;13000570;1733;268,0 + 92;270,4 + 45;126800092;127040045;0;nv;nv;2353;2;81,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000571;1733;251,3 + 25;262,1 + 4;125130025;126210004;0;nv;nv;10779;2;82,000;B;nv
HE;DB Netz (ohne RNI);MI;Kassel;13000572;1733;262,8 + 0;264,9 + 0;126280000;126490000;0;nv;nv;2100;2;82,000;B;nv
